"Make","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","selling_price_dollars","age","selling_price_binary"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Tata",2017,385000,155000,"Diesel","Individual","Manual","First Owner",25,1396,69.01,5,5005,5,"Yes"
"Maruti",2016,4e+05,35000,"Petrol","Individual","Automatic","First Owner",23.1,998,67.04,5,5200,6,"Yes"
"Hyundai",2018,550000,50000,"Diesel","Individual","Manual","First Owner",24,1186,73.97,5,7150,4,"Yes"
"Chevrolet",2010,270000,185000,"Diesel","Individual","Manual","First Owner",14.8,2499,80,7,3510,12,"Yes"
"Tata",2013,2e+05,175000,"Diesel","Individual","Manual","Second Owner",19.09,1396,69,5,2600,9,"Yes"
"Renault",2016,310000,11500,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,4030,6,"Yes"
"Hyundai",2019,7e+05,3000,"Diesel","Individual","Manual","First Owner",25.4,1186,73.97,5,9100,3,"Yes"
"Chevrolet",2015,480000,80000,"Diesel","Individual","Manual","Second Owner",22.1,1248,74,5,6240,7,"Yes"
"Maruti",2005,90000,40000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1170,17,"Yes"
"Maruti",2005,80000,40000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1040,17,"Yes"
"Maruti",2015,350000,90000,"Diesel","Individual","Manual","First Owner",23.2,1248,73.94,5,4550,7,"Yes"
"Maruti",2017,6e+05,1e+05,"Diesel","Individual","Manual","First Owner",23.65,1248,88.5,5,7800,5,"Yes"
"Mahindra",2011,350000,120000,"Diesel","Individual","Manual","Third Owner",13.5,2179,115,5,4550,11,"Yes"
"Maruti",2018,770000,50000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,10010,4,"No"
"Mahindra",2012,350000,25000,"Diesel","Individual","Manual","First Owner",21.03,1461,65,5,4550,10,"Yes"
"Mahindra",2011,6e+05,50000,"Diesel","Individual","Manual","Third Owner",12.05,2179,120,8,7800,11,"Yes"
"Mahindra",2016,750000,71000,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,9750,6,"Yes"
"Maruti",2016,340000,40000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,4420,6,"Yes"
"Hyundai",2018,650000,31800,"Petrol","Individual","Manual","First Owner",18.6,1197,81.86,5,8450,4,"Yes"
"Hyundai",2014,3e+05,65000,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,3900,8,"Yes"
"Maruti",2014,204999,15000,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,2664.987,8,"Yes"
"Mahindra",2012,254999,70000,"Diesel","Individual","Manual","Second Owner",20.8,1461,65,5,3314.987,10,"Yes"
"Ford",2017,650000,5000,"Petrol","Individual","Manual","First Owner",18.16,1196,86.8,5,8450,5,"Yes"
"Hyundai",2017,280000,50000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,3640,5,"Yes"
"Tata",2011,1e+05,80000,"Diesel","Individual","Manual","First Owner",17.2,1396,53.5,5,1300,11,"Yes"
"Chevrolet",2014,575000,70000,"Diesel","Individual","Manual","Second Owner",13.58,2499,72.4,9,7475,8,"Yes"
"Maruti",2017,780000,40000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,10140,5,"No"
"Mahindra",2013,467000,157000,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,6071,9,"Yes"
"Mahindra",2015,1050000,90000,"Diesel","Individual","Manual","First Owner",15.4,2179,120,7,13650,7,"No"
"Hyundai",2011,225000,80000,"Petrol","Individual","Manual","Second Owner",19.81,1086,68.05,5,2925,11,"Yes"
"Mahindra",2012,260000,70000,"Diesel","Individual","Manual","Second Owner",21.03,1461,65,5,3380,10,"Yes"
"Chevrolet",2009,90000,50000,"Petrol","Individual","Manual","Second Owner",16,995,63,5,1170,13,"Yes"
"Ford",2012,280000,60000,"Diesel","Individual","Manual","First Owner",20,1399,68,5,3640,10,"Yes"
"Mahindra",2014,350000,106000,"Diesel","Individual","Manual","Second Owner",20.8,1461,65,5,4550,8,"Yes"
"Mahindra",2006,229999,80000,"Diesel","Individual","Manual","Second Owner",10.5,2179,120,7,2989.987,16,"Yes"
"Mahindra",2016,550000,80000,"Diesel","Individual","Manual","Second Owner",15.96,2523,63,9,7150,6,"Yes"
"Toyota",2013,850000,110000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100,8,11050,9,"No"
"Mahindra",2011,370000,120000,"Diesel","Individual","Manual","Third Owner",13.6,2523,63,7,4810,11,"Yes"
"Maruti",2013,250000,27000,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,3250,9,"Yes"
"Maruti",2007,95000,70000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1235,15,"Yes"
"Maruti",2010,180000,70000,"Petrol","Individual","Manual","Second Owner",18.9,1061,67,5,2340,12,"Yes"
"Mahindra",2016,650000,50000,"Diesel","Individual","Automatic","First Owner",17.45,1493,100,7,8450,6,"Yes"
"Hyundai",2018,530000,60000,"Diesel","Individual","Manual","First Owner",25.4,1186,73.97,5,6890,4,"Yes"
"Maruti",2017,610000,15000,"Petrol","Individual","Manual","First Owner",22,1197,81.8,5,7930,5,"Yes"
"Mahindra",2010,265000,135000,"Diesel","Individual","Manual","First Owner",14,2498,112,8,3445,12,"Yes"
"Tata",2018,560000,26300,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,7280,4,"Yes"
"Mahindra",2014,430000,120000,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,5590,8,"Yes"
"Maruti",2017,711000,35000,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,9243,5,"Yes"
"Maruti",2015,511000,30000,"Petrol","Individual","Manual","First Owner",20.85,1197,83.14,5,6643,7,"Yes"
"Mahindra",2012,450000,165000,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,5850,10,"Yes"
"Tata",2015,325000,50000,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,4225,7,"Yes"
"Renault",2013,434999,120000,"Diesel","Individual","Manual","First Owner",21.64,1461,84.8,5,5654.987,9,"Yes"
"Ford",2010,210000,1e+05,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,2730,12,"Yes"
"Maruti",2007,160000,120000,"Petrol","Individual","Manual","Second Owner",15,1586,104.68,5,2080,15,"Yes"
"Maruti",2017,650000,70000,"Petrol","Individual","Manual","Second Owner",17.5,1373,91.1,7,8450,5,"Yes"
"Hyundai",2014,320000,72000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,4160,8,"Yes"
"Renault",2017,290000,50000,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,3770,5,"Yes"
"Tata",2013,80000,30000,"Petrol","Individual","Manual","First Owner",25.4,624,37.48,4,1040,9,"Yes"
"Tata",2017,1100000,20000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,14300,5,"No"
"Maruti",2015,6e+05,110000,"Diesel","Individual","Manual","First Owner",26.21,1248,88.5,5,7800,7,"Yes"
"Renault",2017,340000,25000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,4420,5,"Yes"
"Toyota",2014,750000,120000,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,7,9750,8,"Yes"
"Maruti",2006,1e+05,40000,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,1300,16,"Yes"
"Renault",2019,395000,10000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,5135,3,"Yes"
"Maruti",2010,2e+05,65000,"Petrol","Individual","Manual","First Owner",18.9,1061,67,5,2600,12,"Yes"
"Maruti",2019,450000,10000,"CNG","Individual","Manual","First Owner",21.94,1196,61.7,5,5850,3,"Yes"
"Mahindra",2012,180000,110000,"Petrol","Individual","Manual","Second Owner",13.87,1390,75,5,2340,10,"Yes"
"Mahindra",2008,190000,120000,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,2470,14,"Yes"
"Maruti",2015,310000,72000,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,4030,7,"Yes"
"Maruti",2014,351000,89100,"Diesel","Individual","Manual","Second Owner",23.2,1248,73.94,5,4563,8,"Yes"
"Chevrolet",2006,190000,94000,"Petrol","Individual","Manual","Second Owner",17.4,1599,104,5,2470,16,"Yes"
"Hyundai",2015,225000,120000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,2925,7,"Yes"
"Chevrolet",2012,130000,110000,"Petrol","Individual","Manual","First Owner",16.2,995,62.1,5,1690,10,"Yes"
"Maruti",2018,1e+06,50000,"Diesel","Individual","Manual","First Owner",28.09,1248,88.5,5,13000,4,"No"
"Tata",2004,55000,90000,"Diesel","Individual","Manual","Third Owner",16.8,1405,62,5,715,18,"Yes"
"Chevrolet",2014,330000,23000,"Petrol","Individual","Manual","First Owner",18.2,1199,82.4,5,4290,8,"Yes"
"Maruti",2013,166000,50000,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,5,2158,9,"Yes"
"Mahindra",2013,2e+05,3e+05,"Diesel","Individual","Manual","First Owner",14,2498,112,8,2600,9,"Yes"
"Maruti",2011,140000,50000,"Petrol","Individual","Manual","Third Owner",20.92,998,67.1,5,1820,11,"Yes"
"Maruti",2017,370000,140000,"CNG","Individual","Manual","First Owner",21.94,1196,61.7,5,4810,5,"Yes"
"Hyundai",2019,720000,16000,"Petrol","Individual","Automatic","First Owner",17.4,1197,81.86,5,9360,3,"Yes"
"Hyundai",2015,5e+05,126000,"Diesel","Individual","Manual","First Owner",21.19,1396,88.73,5,6500,7,"Yes"
"Hyundai",2019,570000,15000,"Petrol","Individual","Manual","First Owner",20.14,1197,81.86,5,7410,3,"Yes"
"Maruti",2010,210000,2e+05,"Petrol","Individual","Manual","First Owner",17.5,1197,85.8,5,2730,12,"Yes"
"Maruti",2009,120000,120000,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,1560,13,"Yes"
"Hyundai",2005,95000,120000,"Petrol","Individual","Manual","Fourth & Above Owner",15.3,1341,83,5,1235,17,"Yes"
"Hyundai",2010,196000,110000,"Petrol","Individual","Automatic","Third Owner",16.95,1197,78.9,5,2548,12,"Yes"
"Maruti",2016,392000,38000,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,5096,6,"Yes"
"Tata",2010,150000,104000,"Petrol","Individual","Manual","First Owner",15,1368,90,5,1950,12,"Yes"
"Honda",2017,595000,120000,"Petrol","Individual","Manual","First Owner",15.4,1497,117.3,7,7735,5,"Yes"
"Maruti",2018,833000,35000,"Diesel","Individual","Automatic","First Owner",24.3,1248,88.5,5,10829,4,"No"
"Maruti",2011,280000,210000,"Diesel","Individual","Manual","First Owner",22.9,1248,74,5,3640,11,"Yes"
"Maruti",2003,35000,35000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,455,19,"Yes"
"Maruti",2009,180000,85000,"Diesel","Individual","Manual","Third Owner",21.1,1248,73.9,5,2340,13,"Yes"
"Maruti",2012,225000,80000,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,2925,10,"Yes"
"Mercedes-Benz",2012,1400000,50000,"Diesel","Individual","Automatic","First Owner",14.84,2143,170,5,18200,10,"No"
"Hyundai",2009,340000,40000,"Diesel","Individual","Manual","First Owner",23,1396,90,5,4420,13,"Yes"
"Toyota",2010,550000,216000,"Diesel","Individual","Manual","First Owner",12.8,2494,102,8,7150,12,"Yes"
"Maruti",2017,4e+05,65000,"Petrol","Individual","Manual","Second Owner",20.51,998,67.04,5,5200,5,"Yes"
"Hyundai",2006,90000,1e+05,"Petrol","Individual","Manual","Third Owner",15.3,1341,83,5,1170,16,"Yes"
"Maruti",2015,650000,84000,"Diesel","Individual","Manual","First Owner",28.09,1248,88.5,5,8450,7,"Yes"
"Toyota",2012,730000,210000,"Diesel","Individual","Manual","First Owner",12.99,2494,100,7,9490,10,"Yes"
"Chevrolet",2010,125000,60000,"Petrol","Individual","Manual","First Owner",15.26,1150,74.9,5,1625,12,"Yes"
"Hyundai",2006,81000,1e+05,"Petrol","Individual","Manual","Fourth & Above Owner",15.3,1341,83,5,1053,16,"Yes"
"Maruti",2007,170000,78000,"Petrol","Individual","Manual","Second Owner",16.1,1298,88.2,5,2210,15,"Yes"
"Honda",2002,81000,161000,"Petrol","Individual","Manual","Fourth & Above Owner",13,1493,100,5,1053,20,"Yes"
"Maruti",2005,95000,70000,"Petrol","Individual","Manual","Third Owner",19.7,796,46.3,5,1235,17,"Yes"
"Tata",2010,55000,50000,"Petrol","Individual","Manual","Third Owner",26,624,35,4,715,12,"Yes"
"Renault",2017,880000,65000,"Diesel","Individual","Manual","First Owner",19.98,1461,108.5,8,11440,5,"No"
"Renault",2015,2e+05,50000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,2600,7,"Yes"
"Maruti",2019,480000,25000,"Petrol","Individual","Manual","First Owner",20.52,1197,81.8,5,6240,3,"Yes"
"Mahindra",2013,480000,1e+05,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,9,6240,9,"Yes"
"Hyundai",2018,7e+05,6000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,9100,4,"Yes"
"Honda",2016,850000,72113,"Diesel","Individual","Manual","First Owner",21.9,1498,98.6,7,11050,6,"No"
"Tata",2012,3e+05,40000,"Diesel","Individual","Manual","First Owner",23.57,1396,70,5,3900,10,"Yes"
"Hyundai",2017,650000,8000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8450,5,"Yes"
"Maruti",2010,220000,20000,"Petrol","Individual","Manual","First Owner",21.1,1197,85.8,5,2860,12,"Yes"
"Tata",2014,3e+05,45000,"Diesel","Individual","Manual","First Owner",19.09,1405,69.01,5,3900,8,"Yes"
"Maruti",2014,450000,80000,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,5850,8,"Yes"
"Maruti",2014,4e+05,90000,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,5200,8,"Yes"
"Maruti",2018,1030000,25000,"Diesel","Individual","Manual","First Owner",25.1,1248,88.5,5,13390,4,"No"
"Tata",2010,190000,1e+05,"Diesel","Individual","Manual","Second Owner",18.8,1248,90,5,2470,12,"Yes"
"Ford",2006,140000,60000,"Petrol","Individual","Manual","Second Owner",16.6,1388,68,5,1820,16,"Yes"
"Hyundai",2018,8e+05,30000,"Diesel","Individual","Manual","First Owner",21.19,1396,88.76,5,10400,4,"No"
"Mahindra",2007,229999,120000,"Diesel","Individual","Manual","Third Owner",10.5,2609,120,7,2989.987,15,"Yes"
"Tata",2011,3e+05,80000,"Diesel","Individual","Manual","Second Owner",13.93,2179,138.03,7,3900,11,"Yes"
"Volkswagen",2011,375000,69000,"Diesel","Individual","Manual","Second Owner",20.54,1598,103.6,5,4875,11,"Yes"
"Chevrolet",2010,140000,75000,"Petrol","Individual","Manual","First Owner",18.6,1199,79.4,5,1820,12,"Yes"
"Maruti",2004,60000,113000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,780,18,"Yes"
"Hyundai",2014,420000,90000,"Diesel","Individual","Manual","Second Owner",24.4,1120,71.01,5,5460,8,"Yes"
"Renault",2012,3e+05,1e+05,"Diesel","Individual","Manual","Third Owner",23.08,1461,63.12,5,3900,10,"Yes"
"Tata",2012,150000,110000,"Diesel","Individual","Manual","First Owner",22.3,1248,74,5,1950,10,"Yes"
"Ford",2015,6e+05,90000,"Diesel","Individual","Manual","First Owner",22.77,1498,98.59,5,7800,7,"Yes"
"Ford",2011,204999,1e+05,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,2664.987,11,"Yes"
"Hyundai",2017,625000,50000,"Diesel","Individual","Manual","First Owner",25.4,1186,73.97,5,8125,5,"Yes"
"Fiat",2011,280000,2e+05,"Diesel","Individual","Manual","First Owner",20.5,1248,91.7,5,3640,11,"Yes"
"Hyundai",2014,1050000,146000,"Diesel","Individual","Automatic","Second Owner",13.01,2199,194.3,7,13650,8,"No"
"Chevrolet",2009,250000,80000,"Petrol","Individual","Manual","Second Owner",12.9,1598,102.5,5,3250,13,"Yes"
"Tata",2010,535000,96443,"Diesel","Individual","Manual","Second Owner",11.57,2179,138.1,7,6955,12,"Yes"
"Honda",2009,4e+05,1e+05,"Petrol","Individual","Automatic","Second Owner",11.7,2354,177.6,5,5200,13,"Yes"
"Maruti",2019,610000,10000,"Petrol","Individual","Automatic","First Owner",21.21,1197,81.8,5,7930,3,"Yes"
"Maruti",2014,509999,110000,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,6629.987,8,"Yes"
"Tata",2014,521000,86000,"Diesel","Individual","Manual","Second Owner",14,2179,138.1,7,6773,8,"Yes"
"Maruti",2014,511000,1e+05,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,6643,8,"Yes"
"Hyundai",2014,451000,91000,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,5863,8,"Yes"
"Hyundai",2009,170000,1e+05,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,2210,13,"Yes"
"Maruti",2013,450000,120000,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,5850,9,"Yes"
"Honda",2011,375000,90000,"Petrol","Individual","Manual","Second Owner",17,1497,118,5,4875,11,"Yes"
"Maruti",2016,305000,60000,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,3965,6,"Yes"
"Renault",2016,315000,51500,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,4095,6,"Yes"
"Chevrolet",2016,250000,60000,"Diesel","Individual","Manual","Second Owner",22.1,1248,74,5,3250,6,"Yes"
"Ford",2012,2e+05,104500,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,2600,10,"Yes"
"Ford",2018,950000,30000,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,12350,4,"No"
"Renault",2012,4e+05,120000,"Diesel","Individual","Manual","Third Owner",19.01,1461,108.45,5,5200,10,"Yes"
"Maruti",2014,509999,1e+05,"Diesel","Individual","Manual","Second Owner",22.9,1248,74,5,6629.987,8,"Yes"
"Honda",2008,375000,90000,"Petrol","Individual","Manual","Third Owner",13.5,1799,130,5,4875,14,"Yes"
"Maruti",2005,150000,150000,"Petrol","Individual","Manual","Third Owner",18.9,998,67.1,5,1950,17,"Yes"
"Maruti",2006,75000,60000,"Petrol","Individual","Automatic","First Owner",18.9,998,67.1,5,975,16,"Yes"
"Hyundai",2015,465000,50000,"Petrol","Individual","Manual","Second Owner",17.43,1396,105.5,5,6045,7,"Yes"
"Hyundai",2019,7e+05,10000,"Diesel","Individual","Manual","First Owner",24,1186,73.97,5,9100,3,"Yes"
"Mahindra",2015,950000,120000,"Diesel","Individual","Manual","Third Owner",15.4,1997,120,7,12350,7,"No"
"Hyundai",2017,610000,40000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,7930,5,"Yes"
"Maruti",2014,235000,50000,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,3055,8,"Yes"
"Maruti",2017,330000,90000,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,4290,5,"Yes"
"Nissan",2014,472000,90000,"Diesel","Individual","Manual","First Owner",20.45,1461,83.8,5,6136,8,"Yes"
"Maruti",2019,585000,10000,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,7605,3,"Yes"
"Mahindra",2018,5e+05,10000,"Diesel","Individual","Manual","First Owner",23.5,909,45,8,6500,4,"Yes"
"Maruti",2019,360000,27000,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,4680,3,"Yes"
"Maruti",2016,649000,70000,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,8437,6,"Yes"
"Maruti",2017,2e+05,50000,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,5,2600,5,"Yes"
"Hyundai",2014,4e+05,110000,"Diesel","Individual","Manual","First Owner",24,1120,70,5,5200,8,"Yes"
"Maruti",2015,250000,1e+05,"Diesel","Individual","Manual","Second Owner",27.62,793,47,5,3250,7,"Yes"
"Mahindra",2018,1200000,50000,"Diesel","Individual","Manual","First Owner",17.3,1497,121,7,15600,4,"No"
"Maruti",2009,250000,105000,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,3250,13,"Yes"
"Toyota",2013,819999,110000,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,8,10659.987,9,"No"
"Mahindra",2014,8e+05,60000,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,10400,8,"No"
"Ford",2013,429000,49102,"Petrol","Dealer","Manual","Second Owner",18.88,999,123.37,5,5577,9,"Yes"
"Hyundai",2010,150000,60000,"Petrol","Individual","Manual","Third Owner",17.92,1086,62.1,5,1950,12,"Yes"
"Chevrolet",2012,170000,90000,"Diesel","Individual","Manual","First Owner",25.44,936,57.6,5,2210,10,"Yes"
"Honda",2014,335000,33033,"Petrol","Dealer","Manual","First Owner",19.4,1198,86.8,5,4355,8,"Yes"
"Hyundai",2015,465000,63063,"Petrol","Dealer","Automatic","First Owner",18.9,1197,82,5,6045,7,"Yes"
"Renault",2013,360000,81000,"Diesel","Individual","Manual","Second Owner",19.01,1461,108.45,5,4680,9,"Yes"
"Hyundai",2018,570000,80000,"Diesel","Individual","Manual","First Owner",25.4,1186,73.97,5,7410,4,"Yes"
"Renault",2012,350000,105000,"Diesel","Individual","Manual","Second Owner",19.01,1461,108.45,5,4550,10,"Yes"
